word,assigned_level,short_reason,sources,difficulty_score
Slothful,level3,"frequency: relatively uncommon outside reading and lessons — concept: precise meaning used in careful writing — structure: has the suffix “-ful”, which often appears in formal vocabulary — nuance: used for precise shades",ExamNinja,2.75
Slovenly,level3,"frequency: less common; often appears in formal writing — concept: more nuanced than a simple everyday term — structure: not difficult to spell, but longer than everyday words — nuance: used for precise shades of meaning",ExamNinja,2.75
Sluggish,level3,frequency: relatively uncommon outside reading and lessons | concept: more nuanced than a simple everyday term | structure: medium length with more to sound out | nuance: used for precise shades of meaning,ExamNinja,2.75
Sociable,level3,"frequency: less common; often appears in formal writing — concept: more nuanced than a simple everyday term — structure: has the suffix “-able”, which often appears in formal vocabulary — nuance: often used in a particul",ExamNinja,3.0
Solemnity,level4,frequency: uncommon and quite formal — concept: sophisticated idea that needs careful interpretation — structure: “-ity” ending makes it more multi-syllable — nuance: meaning can be delicate and context‑dependent,ExamNinja,3.5
Solicit,level2,"frequency: common, but not constant in daily talk — concept: understandable but can vary by context — structure: longer spelling and likely more syllables — nuance: meaning shifts slightly across contexts",ExamNinja,2.25
Solitude,level3,frequency: more bookish and not used daily | concept: precise meaning used in careful writing | structure: medium length with more to sound out | nuance: used for precise shades of meaning,ExamNinja,3.0
Sombre,level2,"frequency: fairly common in books and schoolwork | concept: mostly clear, with a slightly broader meaning | structure: short and simple in form | nuance: meaning shifts slightly across contexts",TrickyList2024|ExamNinja,2.0
Sonnet,level2,"frequency: seen regularly, though slightly less everyday; concept: mostly clear, with a slightly broader meaning; structure: compact spelling with no tricky affixes; nuance: can be used figuratively as well as literally",11PlusSuccess2019-2020|ExamNinja,2.0
Soothing,level3,frequency: relatively uncommon outside reading and lessons | concept: precise meaning used in careful writing | structure: longer spelling and likely more syllables | nuance: often used in a particular register (formal/p,ExamNinja,2.75
Sophisticated,level4,"frequency: uncommon and quite formal; concept: highly nuanced or abstract; structure: extended spelling, which can slow reading; nuance: strong connotation and precise usage expected",ExamNinja,3.25
Spendthrift,level4,"frequency: low‑frequency, high‑level vocabulary | concept: highly nuanced or abstract | structure: multi-syllable form that needs careful pronunciation | nuance: subtle register and connotations; easy to misuse",ExamNinja,3.25
Sphere,level2,frequency: fairly common in books and schoolwork; concept: understandable but can vary by context; structure: compact spelling with no tricky affixes; nuance: sometimes overlaps with similar words,11PlusSuccess2019-2020|ExamNinja,2.0
Spiteful,level3,"frequency: relatively uncommon outside reading and lessons | concept: abstract or specialised idea | structure: has the suffix “-ful”, which often appears in formal vocabulary | nuance: can be confused with near‑synonyms",ExamNinja,2.75
Spontaneity,level4,frequency: rare; mainly found in advanced or academic texts — concept: subtle meaning that depends strongly on context — structure: “-ity” ending makes it more multi-syllable — nuance: subtle register and connotations; e,ExamNinja,4.0
Spontaneous,level4,"frequency: low‑frequency, high‑level vocabulary | concept: subtle meaning that depends strongly on context | structure: “-ous” ending makes it more multi-syllable | nuance: meaning can be delicate and context‑dependent",TrickyList2024,3.5
Spoonerism,level4,"frequency: low‑frequency, high‑level vocabulary — concept: subtle meaning that depends strongly on context — structure: ends with “-ism”, a common but longer word ending — nuance: strong connotation and precise usage exp",ExamNinja,4.0
Sporadic,level3,frequency: more bookish and not used daily — concept: more nuanced than a simple everyday term — structure: “-ic” ending makes it more multi-syllable — nuance: often used in a particular register (formal/precise),ExamNinja,3.0
Spurious,level3,"frequency: less common; often appears in formal writing; concept: more nuanced than a simple everyday term; structure: ends with “-ous”, a common but longer word ending; nuance: used for precise shades of meaning",ExamNinja,3.0
Squabble,level3,frequency: relatively uncommon outside reading and lessons | concept: abstract or specialised idea | structure: medium length with more to sound out | nuance: can be confused with near‑synonyms if used loosely,11PlusSuccess2019-2020|ExamNinja,2.75
Squalor,level2,frequency: fairly common in books and schoolwork; concept: moderately abstract compared with basic words; structure: “-or” ending makes it more multi-syllable; nuance: sometimes overlaps with similar words,ExamNinja,2.0
Squander,level3,"frequency: more bookish and not used daily; concept: more nuanced than a simple everyday term; structure: has the suffix “-er”, which often appears in formal vocabulary; nuance: often used in a particular register (forma",TrickyList2024|ExamNinja,2.75
Squeak,level2,frequency: fairly common in books and schoolwork | concept: moderately abstract compared with basic words | structure: few syllables and easy to decode | nuance: meaning shifts slightly across contexts,11PlusSuccess2019-2020|ExamNinja,2.0
Stagnant,level3,"frequency: relatively uncommon outside reading and lessons | concept: abstract or specialised idea | structure: not difficult to spell, but longer than everyday words | nuance: often used in a particular register (formal",ExamNinja,3.0
Stance,level2,"frequency: common, but not constant in daily talk; concept: understandable but can vary by context; structure: compact spelling with no tricky affixes; nuance: meaning shifts slightly across contexts",11PlusSuccess2019-2020|ExamNinja,2.0
Stanza,level2,"frequency: fairly common in books and schoolwork; concept: mostly clear, with a slightly broader meaning; structure: compact spelling with no tricky affixes; nuance: sometimes overlaps with similar words",ExamNinja,2.0
Static,level2,"frequency: seen regularly, though slightly less everyday; concept: moderately abstract compared with basic words; structure: “-ic” ending makes it more multi-syllable; nuance: meaning shifts slightly across contexts",ExamNinja,2.0
Steadfast,level3,"frequency: more bookish and not used daily — concept: precise meaning used in careful writing — structure: not difficult to spell, but longer than everyday words — nuance: can be confused with near‑synonyms if used loose",ExamNinja,2.75
Stereotype,level4,frequency: rare; mainly found in advanced or academic texts — concept: highly nuanced or abstract — structure: multi-syllable form that needs careful pronunciation — nuance: strong connotation and precise usage expected,ExamNinja,3.25
Stimulating,level4,frequency: uncommon and quite formal; concept: sophisticated idea that needs careful interpretation; structure: multi-syllable form that needs careful pronunciation; nuance: subtle register and connotations; easy to misu,ExamNinja,3.25
Stingy,level2,"frequency: common, but not constant in daily talk — concept: moderately abstract compared with basic words — structure: few syllables and easy to decode — nuance: meaning shifts slightly across contexts",TrickyList2024|ExamNinja,2.0
Stipulatory,level4,"frequency: rare; mainly found in advanced or academic texts; concept: highly nuanced or abstract; structure: extended spelling, which can slow reading; nuance: strong connotation and precise usage expected",11PlusSuccess2019-2020,3.25
Stoic,level1,"frequency: high‑use everyday word — concept: easy, straightforward idea — structure: “-ic” ending makes it more multi-syllable — nuance: meaning is rarely confused",ExamNinja,1.75
Stolid,level2,"frequency: seen regularly, though slightly less everyday | concept: understandable but can vary by context | structure: compact spelling with no tricky affixes | nuance: can be used figuratively as well as literally",11PlusSuccess2019-2020|ExamNinja,2.0
Strenuous,level3,frequency: less common; often appears in formal writing | concept: abstract or specialised idea | structure: “-ous” ending makes it more multi-syllable | nuance: can be confused with near‑synonyms if used loosely,11PlusSuccess2019-2020|ExamNinja,3.0
Strident,level3,frequency: more bookish and not used daily; concept: abstract or specialised idea; structure: longer spelling and likely more syllables; nuance: used for precise shades of meaning,ExamNinja,3.0
Stringent,level3,frequency: more bookish and not used daily; concept: abstract or specialised idea; structure: longer spelling and likely more syllables; nuance: can be confused with near‑synonyms if used loosely,TrickyList2024,3.0
Stupefy,level2,"frequency: seen regularly, though slightly less everyday; concept: understandable but can vary by context; structure: not difficult to spell, but longer than everyday words; nuance: meaning shifts slightly across context",ExamNinja,2.25
Stupidity,level4,"frequency: low‑frequency, high‑level vocabulary | concept: sophisticated idea that needs careful interpretation | structure: “-ity” ending makes it more multi-syllable | nuance: meaning can be delicate and context‑depend",ExamNinja,3.5
Stupor,level2,"frequency: common, but not constant in daily talk | concept: understandable but can vary by context | structure: “-or” ending makes it more multi-syllable | nuance: meaning shifts slightly across contexts",ExamNinja,2.0
Sublime,level2,"frequency: seen regularly, though slightly less everyday; concept: moderately abstract compared with basic words; structure: uses “sub-” at the start, so pupils must unpack the prefix; nuance: meaning shifts slightly acr",ExamNinja,2.0
Subordinate,level4,"frequency: uncommon and quite formal; concept: highly nuanced or abstract; structure: uses “sub-” at the start, so pupils must unpack the prefix; nuance: subtle register and connotations; easy to misuse",TrickyList2024|ExamNinja,3.25
Subservient,level4,"frequency: rare; mainly found in advanced or academic texts; concept: sophisticated idea that needs careful interpretation; structure: prefixed with “sub-”, making the form less straightforward; nuance: strong connotatio",11PlusSuccess2019-2020|ExamNinja,3.5
Subside,level2,"frequency: seen regularly, though slightly less everyday; concept: mostly clear, with a slightly broader meaning; structure: includes the prefix “sub-”, changing the base meaning; nuance: meaning shifts slightly across c",ExamNinja,2.0
Substantial,level4,"frequency: low‑frequency, high‑level vocabulary; concept: highly nuanced or abstract; structure: contains common affixes (“sub-”, “-ial”), which adds complexity; nuance: subtle register and connotations; easy to misuse",TrickyList2024,3.5
Substantiate,level4,"frequency: low‑frequency, high‑level vocabulary | concept: highly nuanced or abstract | structure: prefixed with “sub-”, making the form less straightforward | nuance: strong connotation and precise usage expected",ExamNinja,3.25
Subterfuge,level4,"frequency: uncommon and quite formal; concept: highly nuanced or abstract; structure: uses “sub-” at the start, so pupils must unpack the prefix; nuance: meaning can be delicate and context‑dependent",11PlusGuideY5-6|ExamNinja,3.25
Subtlety,level3,"frequency: more bookish and not used daily | concept: precise meaning used in careful writing | structure: includes the prefix “sub-”, changing the base meaning | nuance: often used in a particular register (formal/preci",11PlusSuccess2019-2020|ExamNinja,3.0
Succinct,level3,"frequency: relatively uncommon outside reading and lessons; concept: precise meaning used in careful writing; structure: not difficult to spell, but longer than everyday words; nuance: can be confused with near‑synonyms",11PlusSuccess2019-2020|ExamNinja,2.75
Suggestible,level4,"frequency: low‑frequency, high‑level vocabulary; concept: sophisticated idea that needs careful interpretation; structure: has the suffix “-ible”, which often appears in formal vocabulary; nuance: strong connotation and",11PlusSuccess2019-2020|ExamNinja,3.5
Sundry,level2,"frequency: common, but not constant in daily talk | concept: understandable but can vary by context | structure: compact spelling with no tricky affixes | nuance: can be used figuratively as well as literally",11PlusSuccess2019-2020|ExamNinja,2.0
Supercilious,level4,"frequency: low‑frequency, high‑level vocabulary — concept: subtle meaning that depends strongly on context — structure: has a prefix (“super-”) and a suffix (“-ous”), making it multi-part — nuance: strong connotation and",ExamNinja,3.5
Superficial,level4,"frequency: low‑frequency, high‑level vocabulary — concept: highly nuanced or abstract — structure: contains common affixes (“super-”, “-ial”), which adds complexity — nuance: subtle register and connotations; easy to mis",ExamNinja,3.5
Superiority,level4,"frequency: uncommon and quite formal — concept: sophisticated idea that needs careful interpretation — structure: contains common affixes (“super-”, “-ity”), which adds complexity — nuance: subtle register and connotatio",11PlusSuccess2019-2020|ExamNinja,4.0
Supersede,level3,"frequency: more bookish and not used daily; concept: more nuanced than a simple everyday term; structure: uses “super-” at the start, so pupils must unpack the prefix; nuance: often used in a particular register (formal/",TrickyList2024,2.75
Supplicate,level4,"frequency: rare; mainly found in advanced or academic texts — concept: subtle meaning that depends strongly on context — structure: extended spelling, which can slow reading — nuance: strong connotation and precise usage",11PlusSuccess2019-2020|ExamNinja,3.25
Suppress,level3,frequency: less common; often appears in formal writing | concept: more nuanced than a simple everyday term | structure: longer spelling and likely more syllables | nuance: can be confused with near‑synonyms if used loos,ExamNinja,2.75
Surly,level2,"frequency: seen regularly, though slightly less everyday; concept: mostly clear, with a slightly broader meaning; structure: few syllables and easy to decode; nuance: meaning shifts slightly across contexts",ExamNinja,2.0
Surmount,level3,frequency: relatively uncommon outside reading and lessons | concept: abstract or specialised idea | structure: medium length with more to sound out | nuance: often used in a particular register (formal/precise),ExamNinja,2.75
Surpass,level2,"frequency: common, but not constant in daily talk; concept: moderately abstract compared with basic words; structure: medium length with more to sound out; nuance: meaning shifts slightly across contexts",TrickyList2024|ExamNinja,2.0
Surreptitious,level4,"frequency: uncommon and quite formal | concept: sophisticated idea that needs careful interpretation | structure: has the suffix “-ous”, which often appears in formal vocabulary | nuance: meaning can be delicate and cont",ExamNinja,3.5
Susceptible,level4,"frequency: uncommon and quite formal | concept: sophisticated idea that needs careful interpretation | structure: ends with “-ible”, a common but longer word ending | nuance: subtle register and connotations; easy to mis",TrickyList2024|ExamNinja,3.5
Swallow,level2,"frequency: common, but not constant in daily talk | concept: understandable but can vary by context | structure: longer spelling and likely more syllables | nuance: meaning shifts slightly across contexts",11PlusSuccess2019-2020|ExamNinja,2.0
Sweltering,level4,"frequency: low‑frequency, high‑level vocabulary; concept: subtle meaning that depends strongly on context; structure: extended spelling, which can slow reading; nuance: meaning can be delicate and context‑dependent",TrickyList2024,3.25
Swindler,level3,"frequency: less common; often appears in formal writing; concept: precise meaning used in careful writing; structure: ends with “-er”, a common but longer word ending; nuance: can be confused with near‑synonyms if used l",ExamNinja,2.75
Sycophancy,level4,frequency: rare; mainly found in advanced or academic texts; concept: subtle meaning that depends strongly on context; structure: long and multi-syllable; nuance: subtle register and connotations; easy to misuse,11PlusSuccess2019-2020|ExamNinja,3.25
Sycophant,level3,"frequency: less common; often appears in formal writing; concept: abstract or specialised idea; structure: not difficult to spell, but longer than everyday words; nuance: often used in a particular register (formal/preci",ExamNinja,3.0
Symbolism,level3,"frequency: relatively uncommon outside reading and lessons — concept: precise meaning used in careful writing — structure: ends with “-ism”, a common but longer word ending — nuance: can be confused with near‑synonyms if",ExamNinja,3.0
Symmetry,level3,"frequency: relatively uncommon outside reading and lessons | concept: abstract or specialised idea | structure: not difficult to spell, but longer than everyday words | nuance: can be confused with near‑synonyms if used",ExamNinja,2.75
Sympathiser,level4,"frequency: rare; mainly found in advanced or academic texts; concept: highly nuanced or abstract; structure: ends with “-er”, a common but longer word ending; nuance: subtle register and connotations; easy to misuse",ExamNinja,3.25
Synecdoche,level4,"frequency: rare; mainly found in advanced or academic texts | concept: subtle meaning that depends strongly on context | structure: extended spelling, which can slow reading | nuance: strong connotation and precise usage",ExamNinja,3.25
Synonym,level2,"frequency: fairly common in books and schoolwork — concept: moderately abstract compared with basic words — structure: not difficult to spell, but longer than everyday words — nuance: sometimes overlaps with similar word",ExamNinja,2.25
Taciturn,level3,frequency: more bookish and not used daily; concept: precise meaning used in careful writing; structure: medium length with more to sound out; nuance: used for precise shades of meaning,ExamNinja,2.75
Tactile,level2,"frequency: seen regularly, though slightly less everyday — concept: understandable but can vary by context — structure: not difficult to spell, but longer than everyday words — nuance: can be used figuratively as well as",ExamNinja,2.0
Tangible,level3,frequency: more bookish and not used daily | concept: precise meaning used in careful writing | structure: “-ible” ending makes it more multi-syllable | nuance: often used in a particular register (formal/precise),ExamNinja,3.0
Tantamount,level4,frequency: rare; mainly found in advanced or academic texts — concept: highly nuanced or abstract — structure: multi-syllable form that needs careful pronunciation — nuance: subtle register and connotations; easy to misu,ExamNinja,3.25
Tapestry,level3,"frequency: relatively uncommon outside reading and lessons; concept: abstract or specialised idea; structure: not difficult to spell, but longer than everyday words; nuance: can be confused with near‑synonyms if used loo",11PlusSuccess2019-2020|ExamNinja,2.75
Tardy,level1,frequency: often heard and read by children | concept: simple meaning tied to everyday situations | structure: short and simple in form | nuance: usually literal and unambiguous,11PlusSuccess2019-2020|ExamNinja,1.75
Tautology,level4,"frequency: rare; mainly found in advanced or academic texts; concept: sophisticated idea that needs careful interpretation; structure: ends with “-ology”, a common but longer word ending; nuance: meaning can be delicate",ExamNinja,3.5
Taxing,level2,frequency: fairly common in books and schoolwork | concept: moderately abstract compared with basic words | structure: short and simple in form | nuance: can be used figuratively as well as literally,ExamNinja,2.0
Tedious,level2,"frequency: common, but not constant in daily talk; concept: mostly clear, with a slightly broader meaning; structure: has the suffix “-ous”, which often appears in formal vocabulary; nuance: meaning shifts slightly acros",TrickyList2024|ExamNinja,2.0
Temper,level2,"frequency: fairly common in books and schoolwork; concept: mostly clear, with a slightly broader meaning; structure: “-er” ending makes it more multi-syllable; nuance: sometimes overlaps with similar words",ExamNinja,2.0
Tenacity,level4,frequency: rare; mainly found in advanced or academic texts — concept: highly nuanced or abstract — structure: “-ity” ending makes it more multi-syllable — nuance: subtle register and connotations; easy to misuse,ExamNinja,3.5
Tenant,level2,"frequency: common, but not constant in daily talk — concept: mostly clear, with a slightly broader meaning — structure: short and simple in form — nuance: meaning shifts slightly across contexts",ExamNinja,2.0
Tentative,level4,"frequency: uncommon and quite formal | concept: highly nuanced or abstract | structure: ends with “-ive”, a common but longer word ending | nuance: meaning can be delicate and context‑dependent",TrickyList2024|ExamNinja,3.25
Tenuous,level2,"frequency: seen regularly, though slightly less everyday; concept: understandable but can vary by context; structure: has the suffix “-ous”, which often appears in formal vocabulary; nuance: meaning shifts slightly acros",ExamNinja,2.0
Terminate,level3,"frequency: less common; often appears in formal writing — concept: abstract or specialised idea — structure: not difficult to spell, but longer than everyday words — nuance: often used in a particular register (formal/pr",11PlusSuccess2019-2020|ExamNinja,2.75
Termination,level4,"frequency: rare; mainly found in advanced or academic texts | concept: subtle meaning that depends strongly on context | structure: has the suffix “-tion”, which often appears in formal vocabulary | nuance: strong connot",ExamNinja,4.0
Threadbare,level4,frequency: uncommon and quite formal; concept: highly nuanced or abstract; structure: multi-syllable form that needs careful pronunciation; nuance: meaning can be delicate and context‑dependent,ExamNinja,3.25
Thrilled,level3,frequency: less common; often appears in formal writing — concept: abstract or specialised idea — structure: longer spelling and likely more syllables — nuance: used for precise shades of meaning,ExamNinja,2.75
Thrive,level2,"frequency: seen regularly, though slightly less everyday | concept: understandable but can vary by context | structure: “-ive” ending makes it more multi-syllable | nuance: can be used figuratively as well as literally",TrickyList2024|ExamNinja,2.0
Thwart,level2,"frequency: fairly common in books and schoolwork — concept: mostly clear, with a slightly broader meaning — structure: compact spelling with no tricky affixes — nuance: can be used figuratively as well as literally",TrickyList2024,2.0
Tirade,level2,frequency: fairly common in books and schoolwork; concept: moderately abstract compared with basic words; structure: longer spelling and likely more syllables; nuance: can be used figuratively as well as literally,ExamNinja,2.0
Tormenting,level4,frequency: uncommon and quite formal | concept: subtle meaning that depends strongly on context | structure: multi-syllable form that needs careful pronunciation | nuance: strong connotation and precise usage expected,ExamNinja,3.25
Tractable,level3,frequency: more bookish and not used daily | concept: abstract or specialised idea | structure: “-able” ending makes it more multi-syllable | nuance: used for precise shades of meaning,ExamNinja,3.0
Tranquility,level4,frequency: uncommon and quite formal — concept: subtle meaning that depends strongly on context — structure: “-ity” ending makes it more multi-syllable — nuance: meaning can be delicate and context‑dependent,11PlusSuccess2019-2020,4.0
Tranquillity,level4,"frequency: uncommon and quite formal — concept: sophisticated idea that needs careful interpretation — structure: ends with “-ity”, a common but longer word ending — nuance: strong connotation and precise usage expected",ExamNinja,4.0
Transcendent,level4,"frequency: rare; mainly found in advanced or academic texts; concept: highly nuanced or abstract; structure: includes the prefix “trans-”, changing the base meaning; nuance: meaning can be delicate and context‑dependent",ExamNinja,3.5
Transient,level4,"frequency: low‑frequency, high‑level vocabulary | concept: highly nuanced or abstract | structure: uses “trans-” at the start, so pupils must unpack the prefix | nuance: meaning can be delicate and context‑dependent",11PlusSuccess2019-2020|ExamNinja,3.25
Transparent,level4,"frequency: uncommon and quite formal | concept: sophisticated idea that needs careful interpretation | structure: uses “trans-” at the start, so pupils must unpack the prefix | nuance: subtle register and connotations; e",TrickyList2024|ExamNinja,3.5
Treacherous,level4,"frequency: low‑frequency, high‑level vocabulary; concept: sophisticated idea that needs careful interpretation; structure: “-ous” ending makes it more multi-syllable; nuance: strong connotation and precise usage expected",TrickyList2024,3.5
Treachery,level3,frequency: more bookish and not used daily | concept: abstract or specialised idea | structure: medium length with more to sound out | nuance: often used in a particular register (formal/precise),TrickyList2024,2.75
Trepidation,level4,frequency: rare; mainly found in advanced or academic texts; concept: subtle meaning that depends strongly on context; structure: “-tion” ending makes it more multi-syllable; nuance: strong connotation and precise usage,11PlusSuccess2019-2020|ExamNinja,4.0
Trifling,level3,"frequency: less common; often appears in formal writing; concept: abstract or specialised idea; structure: uses “tri-” at the start, so pupils must unpack the prefix; nuance: often used in a particular register (formal/p",ExamNinja,3.0
Turbulence,level4,frequency: uncommon and quite formal — concept: highly nuanced or abstract — structure: “-ence” ending makes it more multi-syllable — nuance: meaning can be delicate and context‑dependent,ExamNinja,4.0
Turmoil,level2,"frequency: fairly common in books and schoolwork | concept: mostly clear, with a slightly broader meaning | structure: not difficult to spell, but longer than everyday words | nuance: meaning shifts slightly across conte",ExamNinja,2.0
Tyranny,level2,"frequency: seen regularly, though slightly less everyday — concept: moderately abstract compared with basic words — structure: not difficult to spell, but longer than everyday words — nuance: can be used figuratively as",ExamNinja,2.25
Ubiquitous,level4,"frequency: rare; mainly found in advanced or academic texts; concept: sophisticated idea that needs careful interpretation; structure: ends with “-ous”, a common but longer word ending; nuance: strong connotation and pre",ExamNinja,3.5
Ultimatum,level3,frequency: relatively uncommon outside reading and lessons; concept: more nuanced than a simple everyday term; structure: medium length with more to sound out; nuance: used for precise shades of meaning,11PlusSuccess2019-2020|ExamNinja,3.0
Unanimous,level4,"frequency: low‑frequency, high‑level vocabulary | concept: highly nuanced or abstract | structure: built with “un-” and “-ous”, so it is longer and more complex | nuance: strong connotation and precise usage expected",11PlusSuccess2019-2020|ExamNinja,3.25
Uncanny,level2,"frequency: seen regularly, though slightly less everyday — concept: understandable but can vary by context — structure: includes the prefix “un-”, changing the base meaning — nuance: can be used figuratively as well as l",TrickyList2024,2.5
Uncaring,level3,"frequency: more bookish and not used daily; concept: more nuanced than a simple everyday term; structure: prefixed with “un-”, making the form less straightforward; nuance: used for precise shades of meaning",ExamNinja,3.0
Undermine,level3,"frequency: less common; often appears in formal writing | concept: precise meaning used in careful writing | structure: includes the prefix “under-”, changing the base meaning | nuance: can be confused with near‑synonyms",ExamNinja,3.0
Unforgiving,level4,"frequency: low‑frequency, high‑level vocabulary; concept: subtle meaning that depends strongly on context; structure: includes the prefix “un-”, changing the base meaning; nuance: subtle register and connotations; easy t",ExamNinja,3.25
Unfurl,level2,"frequency: fairly common in books and schoolwork; concept: moderately abstract compared with basic words; structure: uses “un-” at the start, so pupils must unpack the prefix; nuance: sometimes overlaps with similar word",TrickyList2024,2.0
Uniformity,level4,"frequency: low‑frequency, high‑level vocabulary | concept: highly nuanced or abstract | structure: built with “un-” and “-ity”, so it is longer and more complex | nuance: strong connotation and precise usage expected",ExamNinja,4.0
Universal,level4,"frequency: low‑frequency, high‑level vocabulary; concept: subtle meaning that depends strongly on context; structure: contains common affixes (“un-”, “-al”), which adds complexity; nuance: meaning can be delicate and con",ExamNinja,3.25
Unkempt,level2,"frequency: common, but not constant in daily talk | concept: understandable but can vary by context | structure: prefixed with “un-”, making the form less straightforward | nuance: sometimes overlaps with similar words",ExamNinja,2.0
Unprecedented,level4,"frequency: rare; mainly found in advanced or academic texts — concept: highly nuanced or abstract — structure: uses “un-” at the start, so pupils must unpack the prefix — nuance: subtle register and connotations; easy to",ExamNinja,3.25
Unpretentious,level4,"frequency: low‑frequency, high‑level vocabulary | concept: subtle meaning that depends strongly on context | structure: built with “un-” and “-ous”, so it is longer and more complex | nuance: meaning can be delicate and",ExamNinja,3.5
Unrequited,level4,"frequency: uncommon and quite formal — concept: highly nuanced or abstract — structure: includes the prefix “un-”, changing the base meaning — nuance: subtle register and connotations; easy to misuse",ExamNinja,3.25
Unscrupulous,level4,"frequency: uncommon and quite formal | concept: highly nuanced or abstract | structure: has a prefix (“un-”) and a suffix (“-ous”), making it multi-part | nuance: meaning can be delicate and context‑dependent",11PlusSuccess2019-2020|ExamNinja,3.5
Untoward,level3,"frequency: less common; often appears in formal writing; concept: abstract or specialised idea; structure: built with “un-” and “-ward”, so it is longer and more complex; nuance: can be confused with near‑synonyms if use",ExamNinja,2.75
Unwarranted,level4,"frequency: uncommon and quite formal; concept: highly nuanced or abstract; structure: includes the prefix “un-”, changing the base meaning; nuance: meaning can be delicate and context‑dependent",ExamNinja,3.25
Unwitting,level3,"frequency: relatively uncommon outside reading and lessons — concept: precise meaning used in careful writing — structure: uses “un-” at the start, so pupils must unpack the prefix — nuance: used for precise shades of me",11PlusSuccess2019-2020|ExamNinja,3.0
Unworthy,level3,"frequency: relatively uncommon outside reading and lessons | concept: abstract or specialised idea | structure: prefixed with “un-”, making the form less straightforward | nuance: often used in a particular register (for",ExamNinja,3.0
Usurp,level1,"frequency: often heard and read by children | concept: easy, straightforward idea | structure: few syllables and easy to decode | nuance: meaning is rarely confused",ExamNinja,1.75
Utopian,level2,"frequency: seen regularly, though slightly less everyday; concept: understandable but can vary by context; structure: medium length with more to sound out; nuance: can be used figuratively as well as literally",TrickyList2024,2.25
Vacillate,level3,"frequency: more bookish and not used daily; concept: abstract or specialised idea; structure: not difficult to spell, but longer than everyday words; nuance: often used in a particular register (formal/precise)",ExamNinja,2.75
Vacuous,level2,"frequency: common, but not constant in daily talk — concept: mostly clear, with a slightly broader meaning — structure: has the suffix “-ous”, which often appears in formal vocabulary — nuance: can be used figuratively a",TrickyList2024,2.0
Vague,level1,"frequency: often heard and read by children — concept: easy, straightforward idea — structure: few syllables and easy to decode — nuance: used in a straightforward way",TrickyList2024|11PlusSuccess2019-2020|ExamNinja,1.75
Vanadium,level3,frequency: less common; often appears in formal writing; concept: more nuanced than a simple everyday term; structure: medium length with more to sound out; nuance: used for precise shades of meaning,11PlusSuccess2019-2020|ExamNinja,2.75
Vanguard,level3,frequency: relatively uncommon outside reading and lessons; concept: precise meaning used in careful writing; structure: medium length with more to sound out; nuance: often used in a particular register (formal/precise),11PlusSuccess2019-2020|ExamNinja,2.75
Vantage,level2,frequency: fairly common in books and schoolwork; concept: moderately abstract compared with basic words; structure: medium length with more to sound out; nuance: sometimes overlaps with similar words,TrickyList2024,2.0
Vapid,level1,frequency: high‑use everyday word | concept: clear and concrete | structure: compact spelling with no tricky affixes | nuance: meaning is rarely confused,11PlusSuccess2019-2020|ExamNinja,1.75
Various,level2,"frequency: common, but not constant in daily talk — concept: moderately abstract compared with basic words — structure: ends with “-ous”, a common but longer word ending — nuance: meaning shifts slightly across contexts",TrickyList2024,2.0
Venerate,level3,frequency: relatively uncommon outside reading and lessons | concept: more nuanced than a simple everyday term | structure: longer spelling and likely more syllables | nuance: often used in a particular register (formal/,ExamNinja,2.75
Vengeance,level3,"frequency: less common; often appears in formal writing | concept: more nuanced than a simple everyday term | structure: ends with “-ance”, a common but longer word ending | nuance: can be confused with near‑synonyms if",TrickyList2024,3.0
Venomous,level3,"frequency: relatively uncommon outside reading and lessons | concept: abstract or specialised idea | structure: has the suffix “-ous”, which often appears in formal vocabulary | nuance: used for precise shades of meaning",TrickyList2024,3.0
Ventriloquist,level4,"frequency: rare; mainly found in advanced or academic texts; concept: highly nuanced or abstract; structure: ends with “-ist”, a common but longer word ending; nuance: strong connotation and precise usage expected",11PlusSuccess2019-2020|ExamNinja,3.25
Veracity,level4,"frequency: rare; mainly found in advanced or academic texts | concept: highly nuanced or abstract | structure: ends with “-ity”, a common but longer word ending | nuance: strong connotation and precise usage expected",ExamNinja,3.5
Verbose,level2,"frequency: seen regularly, though slightly less everyday | concept: understandable but can vary by context | structure: medium length with more to sound out | nuance: meaning shifts slightly across contexts",ExamNinja,2.0
Verdant,level2,"frequency: fairly common in books and schoolwork; concept: mostly clear, with a slightly broader meaning; structure: medium length with more to sound out; nuance: sometimes overlaps with similar words",TrickyList2024,2.0
Vernacular,level4,"frequency: uncommon and quite formal | concept: highly nuanced or abstract | structure: extended spelling, which can slow reading | nuance: meaning can be delicate and context‑dependent",ExamNinja,3.25
Viable,level2,"frequency: common, but not constant in daily talk — concept: mostly clear, with a slightly broader meaning — structure: compact spelling with no tricky affixes — nuance: can be used figuratively as well as literally",11PlusSuccess2019-2020|ExamNinja,2.0
Vigilant,level3,"frequency: more bookish and not used daily; concept: more nuanced than a simple everyday term; structure: not difficult to spell, but longer than everyday words; nuance: can be confused with near‑synonyms if used loosely",TrickyList2024|11PlusSuccess2019-2020|ExamNinja,3.0
Vigorous,level3,frequency: relatively uncommon outside reading and lessons — concept: more nuanced than a simple everyday term — structure: “-ous” ending makes it more multi-syllable — nuance: used for precise shades of meaning,TrickyList2024,3.0
